#,keyword,country,difficulty,volume,cpc,cps,parent keyword,last update,serp features,global volume,traffic potential,nu,com,net,dk,checking_date
807,midtvest,dk,6,8500,0.0,0.99,tv midtvest,28/01/2022 13:07,"Sitelinks,Top stories,Thumbnails,Videos,Image pack,Knowledge panel",8500,126000,1,0,1,0,29-01-2022 09:52:32
808,ring,dk,4,8500,0.7,0.42,ringe,27/01/2022 02:56,"Sitelinks,Image pack,Top stories,Videos",1060000,5300,0,0,0,0,29-01-2022 09:52:32
809,minestryger,dk,3,8500,0.0,0.81,minestryger,27/01/2022 21:01,Sitelinks,8600,2900,0,0,1,0,29-01-2022 09:48:42
810,lyft,dk,1,8500,0.7,0.46,lyft,26/01/2022 16:31,"People also ask,Image pack,Sitelinks",606000,4000,0,0,0,0,29-01-2022 09:49:44
811,kvinder,dk,1,8400,0.45,2.76,kvinder,24/01/2022 14:01,"Shopping results,Thumbnails,Image pack,People also ask,Sitelinks",8900,4600,1,0,0,0,29-01-2022 09:55:55
812,iss,dk,3,8400,0.8,0.66,iss,27/01/2022 15:22,"Sitelinks,People also ask,Knowledge panel",640000,5800,1,0,0,0,29-01-2022 09:47:55
813,tilykke,dk,0,8400,0.0,0.19,tillykke,28/01/2022 07:07,"Image pack,Sitelinks,People also ask,Top stories,Videos",8400,800,1,0,1,1,29-01-2022 09:49:16
814,jem,dk,1,8400,0.6,0.85,jem og fix,23/01/2022 00:42,"Sitelinks,Knowledge panel",113000,787000,0,0,0,0,29-01-2022 09:52:37
815,lspdfr,dk,40,8400,,1.08,lspdfr,26/01/2022 18:24,"Sitelinks,People also ask,Top stories,Videos,Image pack",463000,8300,1,0,0,1,29-01-2022 09:55:17
816,indien,dk,2,8400,1.4,0.39,indien,24/01/2022 08:03,"Sitelinks,Knowledge panel,Image pack",207000,1700,0,0,0,0,29-01-2022 09:54:27
817,z,dk,0,8400,0.7,0.48,z,23/01/2022 02:28,"Sitelinks,Top stories,Videos,Knowledge panel,Image pack",3700000,2400,0,1,1,0,29-01-2022 09:51:35
818,nude,dk,0,8400,0.2,0.66,nude,27/01/2022 00:18,Sitelinks,3670000,1400,0,0,0,0,29-01-2022 09:51:32
819,2,dk,76,8300,0.04,0.53,tv2,26/01/2022 14:47,"Sitelinks,Top stories,Videos,People also ask,Image pack",4280000,2420000,0,1,1,0,29-01-2022 09:48:32
820,juelsminde,dk,20,8300,0.6,0.35,juelsminde,27/01/2022 04:30,"Sitelinks,People also ask,Image pack,Knowledge panel",10000,2100,0,0,0,0,29-01-2022 09:47:54
821,fest,dk,17,8300,0.45,0.23,fest,23/01/2022 01:29,"Image pack,People also ask,Sitelinks",105000,1400,0,0,0,0,29-01-2022 09:49:51
822,ged,dk,32,8300,1.4,0.26,ged,25/01/2022 04:56,"Sitelinks,People also ask,Top stories,Thumbnails,Knowledge panel",270000,800,0,0,0,0,29-01-2022 09:55:41
823,fuglehuse,dk,0,8300,0.6,1.35,fuglehuse,27/01/2022 07:09,"People also ask,Image pack,Sitelinks,Top stories,Videos",8400,9200,1,1,1,0,29-01-2022 09:52:55
824,fugle,dk,1,8300,0.4,0.45,danske fugle,25/01/2022 07:59,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos",14000,2600,0,0,0,0,29-01-2022 09:51:52
825,struers,dk,0,8300,0.2,0.72,struers,28/01/2022 12:20,"Sitelinks,Knowledge card,Thumbnails,Image pack,Knowledge panel",11000,4800,1,0,0,0,29-01-2022 09:51:13
826,guldgrillen,dk,0,8300,,0.83,guldgrillen,26/01/2022 17:15,"Top stories,Videos,Image pack,Knowledge panel",8500,3700,1,0,0,0,29-01-2022 09:48:50
827,size,dk,0,8300,0.01,0.97,size,27/01/2022 18:03,"Sitelinks,Image pack",672000,7500,0,0,0,0,29-01-2022 09:53:50
828,persienner,dk,0,8300,3.5,1.08,persienner,23/01/2022 15:38,"Sitelinks,People also ask,Top stories,Videos",33000,12000,0,0,0,0,29-01-2022 09:49:11
829,helium,dk,2,8200,1.0,0.68,helium,23/01/2022 21:03,"People also ask,Sitelinks,Knowledge panel,Image pack",353000,5200,0,0,0,0,29-01-2022 09:53:54
830,billy,dk,1,8200,0.2,0.89,billy,28/01/2022 13:57,"Sitelinks,People also ask,Image pack,Knowledge panel",201000,7100,0,0,0,0,29-01-2022 09:52:19
831,hummer,dk,0,8200,0.2,0.35,hummer,27/01/2022 07:46,"Top stories,Thumbnails,Sitelinks,People also ask,Videos,Knowledge panel",540000,1400,0,0,0,0,29-01-2022 09:51:59
832,slyngevugge,dk,4,8200,0.25,0.99,slyngevugge,24/01/2022 21:39,"People also ask,Sitelinks,Top stories,Videos,Image pack",9000,5000,1,0,1,0,29-01-2022 09:48:32
833,tv2vejret,dk,0,8200,0.4,1.02,tv2 vejret,28/01/2022 02:37,"Sitelinks,People also ask,Image pack,Knowledge panel",8400,468000,1,1,1,0,29-01-2022 09:56:12
834,suits,dk,56,8200,0.6,0.68,suits,28/01/2022 08:22,"Sitelinks,Top stories,Videos,Knowledge panel",1130000,2500,1,0,0,0,29-01-2022 09:54:03
835,tvn24,dk,30,8200,0.2,0.96,tvn24,24/01/2022 17:11,"Sitelinks,Knowledge panel",4250000,9200,1,0,0,1,29-01-2022 09:51:54
836,epn,dk,2,8200,0.1,1.05,finans,28/01/2022 09:16,Sitelinks,57000,49000,0,0,0,0,29-01-2022 09:51:58
837,180,dk,3,8200,,0.96,180.dk,23/01/2022 13:59,"Sitelinks,People also ask",195000,3500,0,0,0,0,29-01-2022 09:48:16
838,clinique,dk,6,8200,0.5,0.81,clinique,26/01/2022 19:42,"Sitelinks,People also ask",1170000,4600,1,0,0,0,29-01-2022 09:50:18
839,grimes,dk,15,8200,0.15,0.63,grimes,27/01/2022 17:24,"Sitelinks,Top stories,Videos,Knowledge panel",1420000,3200,0,0,0,1,29-01-2022 09:47:33
840,ukulele,dk,2,8100,0.6,0.71,ukulele,26/01/2022 15:44,"Shopping results,Thumbnails,Top stories,Videos,Image pack",1220000,1100,0,0,0,0,29-01-2022 09:51:30
841,????,dk,72,8100,0.0,1.21,????,25/01/2022 04:44,Sitelinks,9400000,13000,-1,-1,-1,-1,29-01-2022 09:54:55
842,penicillin,dk,2,8100,0.0,0.45,penicillin,23/01/2022 04:26,"Sitelinks,People also ask",638000,3000,1,0,0,0,29-01-2022 09:52:21
843,cest,dk,5,8100,0.0,0.56,cest,23/01/2022 20:22,"People also ask,Knowledge panel,Sitelinks",255000,4200,1,0,0,1,29-01-2022 09:51:24
844,sixt,dk,1,8100,0.07,0.93,sixt,27/01/2022 06:49,"Adwords top,Sitelinks,Knowledge panel",914000,5900,0,0,0,0,29-01-2022 09:50:19
845,lejligheder,dk,28,8100,0.09,0.89,lejlighed til leje,25/01/2022 13:13,"Adwords top,Sitelinks,People also ask",8400,15000,0,0,0,0,29-01-2022 09:49:18
846,struer,dk,17,8100,0.2,0.29,struer kommune,25/01/2022 13:12,"Sitelinks,People also ask,Knowledge panel,Image pack",13000,4600,1,0,0,0,29-01-2022 09:53:31
847,lupus,dk,0,8100,0.1,0.75,lupus,24/01/2022 13:30,"Sitelinks,People also ask,Image pack",2030000,1200,0,0,0,0,29-01-2022 09:54:18
848,jyskevestkyst,dk,0,8100,0.0,1.04,jv,27/01/2022 07:53,"Sitelinks,Knowledge panel",8100,347000,1,1,1,1,29-01-2022 09:53:37
849,energinet,dk,0,8100,0.8,0.96,energinet,28/01/2022 13:40,"Sitelinks,People also ask,Tweet box,Image pack,Knowledge panel",9600,7900,1,0,0,0,29-01-2022 09:55:06
850,merkur,dk,1,8100,0.8,0.82,merkur,24/01/2022 10:56,"Sitelinks,People also ask,Knowledge panel",525000,12000,0,0,0,0,29-01-2022 09:49:12
851,nykreidt,dk,4,8100,0.15,0.75,nykredit,28/01/2022 10:40,"Sitelinks,People also ask,Image pack,Knowledge panel",8200,133000,1,1,1,0,29-01-2022 09:53:06
852,inter,dk,26,8100,1.3,0.35,inter,27/01/2022 07:33,"Sitelinks,Top stories,Videos,Knowledge panel",9870000,1500,0,0,0,0,29-01-2022 09:51:36
853,legeskum,dk,0,8100,0.15,1.15,legeskum,27/01/2022 07:28,"Sitelinks,People also ask,Top stories,Videos,Image pack",8100,8600,1,0,1,0,29-01-2022 09:47:26
854,gps,dk,16,8100,0.3,0.69,gps,27/01/2022 10:59,"People also ask,Sitelinks,Knowledge panel",2200000,1500,0,0,0,0,29-01-2022 09:53:37
855,snicker,dk,9,8100,,0.19,snickers,28/01/2022 13:00,"Image pack,People also ask,Sitelinks",154000,4800,1,0,0,1,29-01-2022 09:49:17
856,dribe,dk,0,8100,0.0,0.87,dribe,27/01/2022 05:14,"Adwords top,Sitelinks,People also ask,Top stories,Videos,Image pack,Knowledge panel",27000,3100,0,0,0,0,29-01-2022 09:52:58
857,tyrkisk,dk,0,8000,0.7,0.31,tyrkisk,25/01/2022 04:47,"Sitelinks,People also ask,Top stories,Videos,Image pack",8600,800,1,0,1,0,29-01-2022 09:53:37
858,stilleben,dk,1,8000,0.2,0.86,stilleben,27/01/2022 11:41,"Sitelinks,Knowledge panel",22000,5900,0,0,0,0,29-01-2022 09:47:44
859,sky,dk,91,8000,0.2,0.58,sky,27/01/2022 14:26,"Sitelinks,Image pack,Top stories,Videos,Knowledge panel",4780000,3500,0,0,0,0,29-01-2022 09:51:47
860,switch,dk,1,8000,0.5,0.48,switch,27/01/2022 09:24,"Shopping results,Thumbnails,Adwords top,Sitelinks",3600000,1300,0,0,0,0,29-01-2022 09:49:33
861,fitbit,dk,0,8000,0.35,0.91,fitbit,28/01/2022 03:48,"Sitelinks,People also ask,Image pack,Knowledge panel",2750000,9400,1,0,0,0,29-01-2022 09:52:30
862,f24,dk,0,8000,0.02,0.96,f24,26/01/2022 21:49,"Adwords top,Sitelinks,People also ask,Image pack",53000,3500,0,0,0,0,29-01-2022 09:52:29
863,ig,dk,44,8000,3.0,0.77,instagram,27/01/2022 03:29,"Sitelinks,Knowledge panel",17780000,385000,0,1,1,0,29-01-2022 09:49:18
864,egern,dk,1,8000,0.6,0.38,egern,28/01/2022 04:18,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",8700,1500,1,0,0,0,29-01-2022 09:53:34
865,tnt,dk,23,8000,0.07,0.8,tnt,27/01/2022 16:29,"Sitelinks,Top stories,Videos,Knowledge panel",1830000,5900,0,0,0,0,29-01-2022 09:53:45
866,musvit,dk,2,8000,0.0,0.35,musvit,24/01/2022 15:52,"People also ask,Sitelinks,Knowledge panel,Top stories,Videos",8200,1000,1,0,1,0,29-01-2022 09:54:03
867,rlinsider,dk,12,8000,,,rl insider,27/01/2022 20:38,"Sitelinks,Image pack",127000,22000,1,0,1,1,29-01-2022 09:54:15
868,vendersby,dk,0,7900,,,venderbys,27/01/2022 01:17,"Adwords top,Sitelinks,Image pack,Knowledge panel",8400,15000,1,1,1,1,29-01-2022 09:49:51
869,bb,dk,9,7900,1.4,0.71,bb,27/01/2022 06:43,Sitelinks,3200000,5400,0,1,1,0,29-01-2022 09:52:13
870,urinsyregigt,dk,0,7900,0.15,1.08,urinsyregigt,24/01/2022 08:53,"Sitelinks,People also ask,Image pack",8200,8300,1,0,1,0,29-01-2022 09:47:49
871,tinglysningen,dk,3,7900,0.6,1.21,tingbogen,26/01/2022 14:04,"Sitelinks,People also ask",8300,65000,1,1,1,0,29-01-2022 09:51:50
872,mee,dk,4,7900,0.0,0.56,meebook,25/01/2022 09:57,Sitelinks,222000,168000,0,0,0,0,29-01-2022 09:50:31
873,myhime,dk,5,7900,,,my home,26/01/2022 19:13,Sitelinks,8000,79000,1,0,0,1,29-01-2022 09:47:55
874,mcd,dk,0,7900,0.09,0.67,mcdonalds,28/01/2022 11:57,"Sitelinks,Top stories,Videos,Image pack,Knowledge panel",513000,81000,0,0,0,0,29-01-2022 09:49:11
875,eg,dk,24,7900,1.8,0.47,eg,23/01/2022 19:17,"Adwords top,Sitelinks,People also ask",394000,4000,0,1,1,0,29-01-2022 09:52:08
876,kvintcirkel,dk,0,7900,,0.42,kvintcirkel,27/01/2022 08:15,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",9100,2900,1,1,1,1,29-01-2022 09:54:54
877,ty,dk,0,7900,0.15,0.58,ty,24/01/2022 22:32,"People also ask,Knowledge panel,Sitelinks,Image pack,Top stories,Videos",1100000,300,0,1,1,0,29-01-2022 09:49:22
878,leicester,dk,65,7900,1.2,0.47,leicester,27/01/2022 08:57,"Knowledge card,Thumbnails,Sitelinks,Top stories,Videos,Image pack,Knowledge panel",1410000,1100,1,0,0,0,29-01-2022 09:55:51
879,dr3,dk,3,7900,0.1,0.99,dr3,23/01/2022 08:21,"Sitelinks,Knowledge panel,People also ask,Top stories,Videos",21000,7800,1,0,0,0,29-01-2022 09:50:58
880,pinse,dk,3,7900,0.0,0.63,pinse,25/01/2022 08:44,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos",26000,1700,1,0,0,0,29-01-2022 09:48:07
881,schmeichel,dk,7,7900,0.6,0.49,peter schmeichel,26/01/2022 12:53,"Sitelinks,People also ask,Knowledge panel",122000,16000,1,0,0,0,29-01-2022 09:49:56
882,krydsfiner,dk,0,7900,0.25,0.91,krydsfiner,25/01/2022 01:41,"People also ask,Sitelinks,Top stories,Videos,Image pack",8200,9300,1,1,1,0,29-01-2022 09:47:53
883,senses,dk,2,7800,2.0,0.8,senses,28/01/2022 05:52,Sitelinks,152000,5600,0,0,0,0,29-01-2022 09:50:37
884,msp,dk,6,7800,1.9,1.15,msp,27/01/2022 18:44,"Sitelinks,Top stories,Videos,Knowledge panel",1250000,8600,0,0,0,0,29-01-2022 09:51:47
885,resume,dk,11,7800,1.0,0.67,resume,23/01/2022 01:23,"Sitelinks,Image pack",1720000,2400,0,0,0,0,29-01-2022 09:53:09
886,mundvisir,dk,0,7800,,,mundvisir,27/01/2022 00:57,"Shopping results,Thumbnails,Adwords top,People also ask,Sitelinks,Image pack",7800,3000,1,0,1,0,29-01-2022 09:52:42
887,summerbird,dk,0,7800,0.45,0.9,summerbird,23/01/2022 13:00,"Shopping results,Thumbnails,Sitelinks,People also ask,Knowledge panel,Image pack",9800,8300,1,0,0,0,29-01-2022 09:53:19
888,hestebremser,dk,0,7800,,0.45,hestebremser,24/01/2022 14:47,"Sitelinks,People also ask,Knowledge panel",7900,2200,1,1,1,1,29-01-2022 09:51:57
889,philips,dk,24,7800,0.4,0.62,philips,25/01/2022 13:58,"Sitelinks,Knowledge panel",1780000,6100,0,0,0,0,29-01-2022 09:54:12
890,pyrus,dk,0,7800,0.35,0.56,pyrus,27/01/2022 02:12,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",29000,3500,0,0,0,0,29-01-2022 09:51:05
891,kinguin,dk,2,7800,0.02,1.05,kinguin,28/01/2022 14:57,"Adwords top,Sitelinks,People also ask,Knowledge panel",494000,7400,1,0,0,0,29-01-2022 09:52:21
892,kikkert,dk,13,7800,0.8,0.96,kikkerter,26/01/2022 21:58,"Shopping results,Thumbnails,People also ask,Sitelinks",16000,10000,1,0,0,0,29-01-2022 09:54:16
893,minetilbud,dk,0,7800,0.02,1.02,mine tilbud,24/01/2022 11:20,"Sitelinks,Knowledge panel,Image pack",8200,54000,1,0,0,0,29-01-2022 09:52:59
894,peni,dk,28,7800,,0.23,penis,27/01/2022 04:46,Sitelinks,42000,1700,1,0,0,0,29-01-2022 09:55:18
895,mindfulness,dk,12,7800,2.0,0.65,mindfulness,26/01/2022 15:16,"Adwords top,Top stories,Videos,People also ask,Sitelinks,Image pack",633000,1600,0,0,0,0,29-01-2022 09:50:22
896,lus,dk,2,7800,0.6,0.72,lus,28/01/2022 00:38,"People also ask,Sitelinks,Knowledge panel",65000,900,0,0,0,0,29-01-2022 09:55:00
897,fiskegrej,dk,48,7800,0.8,1.53,fiskegrej,27/01/2022 00:10,"People also ask,Sitelinks",8200,15000,0,0,1,0,29-01-2022 09:53:23
898,skribbl,dk,13,7800,,1.41,skribbl,24/01/2022 06:58,Sitelinks,506000,49000,1,0,0,1,29-01-2022 09:49:39
899,dilling,dk,0,7800,0.02,1.0,dilling,28/01/2022 04:08,"Shopping results,Thumbnails,Adwords top,Sitelinks",35000,10000,0,0,0,0,29-01-2022 09:53:32
900,virus,dk,4,7800,0.45,0.45,virus,28/01/2022 09:27,"Sitelinks,People also ask",1210000,3100,0,0,0,0,29-01-2022 09:53:12
901,nederdel,dk,1,7800,0.3,0.79,nederdel,24/01/2022 21:37,"Sitelinks,Image pack",8100,5400,1,1,1,0,29-01-2022 09:50:50
902,7,dk,32,7800,3.0,0.7,7,23/01/2022 05:34,"Thumbnails,Sitelinks,Top stories,Videos,Image pack",2470000,2600,0,1,1,0,29-01-2022 09:54:54
903,vlc,dk,3,7700,0.05,1.01,vlc,26/01/2022 13:12,"Sitelinks,People also ask,Knowledge panel",2100000,9800,0,0,0,0,29-01-2022 09:52:17
904,unity,dk,60,7700,1.3,0.9,unity,28/01/2022 03:07,"Sitelinks,People also ask,Knowledge panel",2310000,6600,0,0,0,0,29-01-2022 09:53:23
905,plindberg,dk,0,7700,,1.02,p lindberg,25/01/2022 05:01,"Sitelinks,Knowledge panel,Image pack",9200,29000,1,0,1,0,29-01-2022 09:50:39
906,blue,dk,28,7700,0.25,0.3,blue,27/01/2022 22:02,"Image pack,Sitelinks,Top stories,Videos,Knowledge panel",2380000,700,0,0,0,0,29-01-2022 09:53:43
907,butikker,dk,4,7700,0.45,0.4,thansen åbningstider,27/01/2022 18:18,,14000,9500,1,0,0,0,29-01-2022 09:55:10
908,buzzfeed,dk,87,7700,0.0,0.93,buzzfeed,23/01/2022 08:02,"Sitelinks,Knowledge panel,Image pack",2360000,9800,1,0,0,0,29-01-2022 09:49:18
909,nyresten,dk,0,7700,0.7,0.92,nyresten,25/01/2022 02:13,"People also ask,Sitelinks,Image pack",8200,4600,1,1,1,0,29-01-2022 09:51:03
910,fsb,dk,1,7700,0.8,0.93,fsb,28/01/2022 03:42,"Sitelinks,People also ask",177000,10000,0,0,0,0,29-01-2022 09:50:18
911,lgbtq,dk,80,7700,0.0,0.4,lgbt,24/01/2022 06:19,"People also ask,Knowledge panel,Sitelinks",1270000,1300,1,0,0,0,29-01-2022 09:50:25
912,whiskey,dk,0,7700,0.4,0.44,whisky,23/01/2022 06:13,"Sitelinks,People also ask,Knowledge panel,Top stories,Thumbnails",602000,4300,0,0,0,0,29-01-2022 09:55:10
913,kuffert,dk,8,7600,0.5,1.07,kuffert,26/01/2022 17:19,"People also ask,Sitelinks,Image pack,Shopping results,Thumbnails",8100,6200,1,0,0,0,29-01-2022 09:51:04
914,lisg,dk,0,7600,0.15,1.09,lis g,28/01/2022 08:09,"Sitelinks,Shopping results,Thumbnails,Knowledge panel",7800,13000,1,0,0,0,29-01-2022 09:53:12
915,puslepuder,dk,0,7600,0.3,1.35,puslepuder,27/01/2022 16:43,"Sitelinks,Image pack",7700,5400,1,1,1,0,29-01-2022 09:53:57
916,femilet,dk,1,7600,0.35,1.1,femilet,25/01/2022 00:12,"Sitelinks,Image pack",9900,9000,0,0,0,0,29-01-2022 09:50:30
917,spilxl,dk,0,7600,0.5,1.1,gratis spil,24/01/2022 17:32,Sitelinks,7600,106000,1,0,1,0,29-01-2022 09:52:48
918,er,dk,12,7600,0.0,0.51,er,24/01/2022 04:21,"Sitelinks,Top stories,Videos,Image pack",937000,900,0,1,1,0,29-01-2022 09:54:55
919,westwind,dk,0,7600,0.3,0.86,westwind,25/01/2022 08:00,Sitelinks,24000,4800,0,0,0,0,29-01-2022 09:53:26
921,drikkedunk,dk,1,7600,0.7,0.81,drikkedunk,27/01/2022 01:43,"People also ask,Image pack,Sitelinks",7800,1200,0,0,0,0,29-01-2022 09:53:10
922,meningitis,dk,74,7600,2.0,0.84,meningitis,25/01/2022 01:44,"People also ask,Sitelinks,Image pack",990000,7000,1,0,0,0,29-01-2022 09:48:29
923,fuglehus,dk,0,7600,0.35,1.17,fuglehuse,27/01/2022 20:28,"Image pack,People also ask,Top stories,Videos,Sitelinks",10000,9200,0,0,1,0,29-01-2022 09:54:24
924,stumtjener,dk,0,7600,0.7,1.36,stumtjener,26/01/2022 19:12,"Image pack,Sitelinks,Top stories,Videos",14000,2000,1,0,1,0,29-01-2022 09:51:41
925,definitely,dk,37,7600,0.4,0.23,definitely,26/01/2022 21:21,Sitelinks,953000,800,1,0,0,1,29-01-2022 09:49:01
926,dre,dk,4,7600,0.0,0.1,dr dre,28/01/2022 10:58,"Sitelinks,People also ask,Top stories,Videos",283000,3300,1,0,0,0,29-01-2022 09:47:32
927,trendhim,dk,0,7600,0.06,0.99,trendhim,25/01/2022 09:04,"Shopping results,Thumbnails,Sitelinks,People also ask,Knowledge panel,Image pack",102000,6900,1,0,0,0,29-01-2022 09:55:24
928,bugspytkirtlen,dk,0,7500,0.02,0.77,bugspytkirtlen,23/01/2022 20:53,"People also ask,Sitelinks,Image pack",7800,2100,1,1,1,0,29-01-2022 09:47:26
929,hulu,dk,79,7500,5.0,0.96,hulu,26/01/2022 17:25,"Sitelinks,People also ask,Knowledge panel",8190000,7000,0,0,0,0,29-01-2022 09:55:56
930,kunst,dk,46,7500,0.4,0.49,kunst,23/01/2022 06:30,"People also ask,Sitelinks,Image pack",94000,1000,0,0,0,0,29-01-2022 09:52:24
931,budget,dk,13,7500,0.45,0.53,budget,28/01/2022 08:57,"People also ask,Sitelinks",1150000,5900,0,0,0,0,29-01-2022 09:49:29
932,schleich,dk,0,7500,0.35,0.83,schleich,25/01/2022 08:44,"Sitelinks,People also ask,Image pack",386000,3900,1,0,0,0,29-01-2022 09:48:33
933,imgur,dk,59,7500,0.01,1.04,imgur,28/01/2022 11:31,"Sitelinks,People also ask,Image pack,Knowledge panel",1630000,8500,1,0,0,1,29-01-2022 09:55:35
934,undervisningsministeriet,dk,12,7500,0.0,0.84,undervisningsministeriet,26/01/2022 16:32,"Sitelinks,People also ask,Tweet box,Knowledge panel",7800,13000,1,1,1,0,29-01-2022 09:53:35
935,rust,dk,79,7500,1.2,0.63,rust,28/01/2022 00:12,"Sitelinks,Top stories,Videos,Knowledge panel",1200000,2200,0,0,0,0,29-01-2022 09:49:11
936,me,dk,22,7500,0.0,0.46,me,28/01/2022 05:26,"Sitelinks,People also ask,Image pack",1800000,1600,0,1,1,0,29-01-2022 09:54:13
937,bezzerwizzer,dk,3,7500,0.45,0.9,bezzerwizzer,27/01/2022 23:30,"Sitelinks,People also ask,Knowledge panel",17000,15000,1,0,1,0,29-01-2022 09:51:42
938,svimmelhed,dk,1,7500,0.5,1.09,svimmelhed,28/01/2022 10:49,"Sitelinks,People also ask,Image pack",7800,5400,0,0,1,0,29-01-2022 09:54:43
939,stykepit,dk,3,7500,,0.81,stylepit,26/01/2022 13:41,"Sitelinks,Image pack,Adwords bottom,Knowledge panel",7500,35000,1,1,1,1,29-01-2022 09:54:39
940,picrew,dk,13,7500,,1.04,picrew,23/01/2022 19:25,"Sitelinks,Knowledge panel",4550000,2300,1,0,0,1,29-01-2022 09:53:38
941,lederne,dk,3,7400,0.07,0.98,lederne,26/01/2022 15:21,"Adwords top,Sitelinks,People also ask,Tweet box,Knowledge panel",9000,7800,1,0,0,0,29-01-2022 09:50:26
942,sliders,dk,0,7400,0.5,0.73,sliders,26/01/2022 14:33,"Sitelinks,Top stories,Thumbnails,Image pack",278000,5200,0,0,0,0,29-01-2022 09:52:12
943,piercing,dk,17,7400,0.8,0.5,piercing,24/01/2022 16:42,"Adwords top,Sitelinks,People also ask,Image pack",1470000,2200,0,0,0,0,29-01-2022 09:52:24
944,skilsmisse,dk,5,7400,1.4,0.91,skilsmisse,23/01/2022 14:53,"Sitelinks,People also ask,Image pack",11000,6400,0,0,0,0,29-01-2022 09:49:52
945,felines,dk,36,7400,,0.44,felines,26/01/2022 15:28,"Sitelinks,Knowledge panel",25000,1000,1,0,0,1,29-01-2022 09:48:33
946,ilder,dk,1,7400,0.0,0.32,ilder,23/01/2022 06:59,"People also ask,Sitelinks,Knowledge panel,Top stories,Videos",16000,700,0,0,0,0,29-01-2022 09:53:00
947,tripitz,dk,3,7400,,1.18,tirpitz,28/01/2022 13:34,"Sitelinks,People also ask,Image pack,Knowledge panel",8100,13000,1,0,1,1,29-01-2022 09:55:45
948,sengehimmel,dk,0,7400,0.4,1.18,sengehimmel,27/01/2022 15:06,"Image pack,Sitelinks",11000,4300,1,1,1,0,29-01-2022 09:55:23
949,venus,dk,13,7400,0.7,0.42,venus,23/01/2022 20:50,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos",1550000,2200,0,0,0,0,29-01-2022 09:55:49
950,ribbensteg,dk,0,7400,0.6,1.06,ribbensteg,28/01/2022 06:58,"Top stories,Thumbnails,Sitelinks,People also ask,Videos",7900,2200,1,0,1,0,29-01-2022 09:56:07
951,kiwis,dk,19,7400,,0.46,kiwis,27/01/2022 00:17,"Sitelinks,Image pack,People also ask",61000,1000,1,0,0,0,29-01-2022 09:52:46
952,thehunter,dk,59,7400,,0.96,thehunter,27/01/2022 08:33,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",34000,6300,1,0,0,1,29-01-2022 09:51:19
953,bisen,dk,0,7300,,,bisen,23/01/2022 19:45,"Image pack,Sitelinks",985000,2600,1,0,0,1,29-01-2022 09:52:43
954,beetlejuice,dk,2,7300,0.2,0.34,beetlejuice,23/01/2022 21:01,"Sitelinks,Knowledge panel,Top stories,Videos",1560000,1100,1,0,0,0,29-01-2022 09:55:38
955,ipren,dk,1,7300,0.7,0.71,ipren,26/01/2022 14:03,"People also ask,Sitelinks,Image pack,Knowledge panel",26000,2100,1,0,0,0,29-01-2022 09:52:41
956,puder,dk,2,7300,0.6,0.88,puder,26/01/2022 15:56,Image pack,69000,3700,1,0,0,0,29-01-2022 09:54:54
957,villeby,dk,0,7300,0.0,1.1,villeby,25/01/2022 15:06,"Sitelinks,Image pack",7400,7800,1,0,1,0,29-01-2022 09:50:06
958,lindex,dk,0,7300,0.02,0.97,lindex,27/01/2022 00:18,Sitelinks,872000,7100,0,0,0,0,29-01-2022 09:48:22
959,cbd,dk,28,7300,0.4,0.68,cbd,24/01/2022 20:26,"People also ask,Sitelinks,Image pack",1780000,4600,0,0,0,0,29-01-2022 09:51:08
960,ds,dk,30,7300,0.6,0.45,ds,26/01/2022 21:19,"Sitelinks,People also ask",786000,2600,0,1,1,0,29-01-2022 09:49:55
961,et,dk,5,7300,0.05,0.44,et,27/01/2022 10:21,"Sitelinks,Knowledge panel",1180000,700,0,1,1,0,29-01-2022 09:50:04
962,efb,dk,3,7300,4.0,0.87,efb,27/01/2022 15:21,"Sitelinks,Tweet box,People also ask,Knowledge panel",32000,9200,0,0,0,0,29-01-2022 09:53:14
963,lgbt,dk,14,7300,1.6,0.48,lgbt,27/01/2022 17:46,"Sitelinks,People also ask,Knowledge panel",1600000,3600,0,0,0,0,29-01-2022 09:54:51
964,https,dk,88,7300,,0.54,https,28/01/2022 07:15,"Sitelinks,People also ask,Knowledge panel",4650000,2600,0,0,0,0,29-01-2022 09:48:55
965,suspekt,dk,2,7300,0.2,0.61,suspekt,28/01/2022 07:25,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",23000,3300,0,0,0,0,29-01-2022 09:53:44
966,elpriser,dk,12,7300,2.5,1.33,elpriser,28/01/2022 06:34,"People also ask,Sitelinks",19000,15000,0,0,1,0,29-01-2022 09:50:34
967,hybelhuse,dk,0,7300,0.04,0.98,hybelhuse,24/01/2022 12:17,"Adwords top,Sitelinks,People also ask,Knowledge panel,Top stories,Videos,Thumbnails,Image pack",7300,8900,1,0,1,0,29-01-2022 09:55:46
